subclone_1,subclone_2,total_tumor,days
78970.0,21030.0,100000.0,1
79227.53076720546,20680.492995211687,99908.02376241714,2
79442.23932000488,20118.449681062302,99560.68900106719,3
79605.10782228003,19273.57513962483,98878.68296190485,4
79705.41540155454,18076.067385657065,97781.4827872116,5
79730.46832320417,16491.91746080265,96222.38578400682,6
79665.45123240275,14529.633750476434,94195.08498287918,7
79492.9379570299,12306.669426841745,91799.60738387165,8
79192.83074692148,9986.56503699528,89179.39578391676,9
78742.38340950367,7754.692304027716,86497.07571353139,10
78116.23753489029,5802.620353113387,83918.85788800367,11
77286.14311873965,4207.592123030959,81493.73524177061,12
76221.97881321418,2976.6547793638474,79198.63359257803,13
74893.34328786355,2073.644937412706,76966.98822527626,14
73270.07287536266,1427.0016621307386,74697.0745374934,15
71324.8580786559,975.2517909783797,72300.10986963428,16
69036.38223629894,664.2849519884537,69700.66718828739,17
66391.95249332127,451.48737356173115,66843.439866883,18
63391.387927601594,307.4064513608814,63698.79437896248,19
60049.86225877026,209.17905350936923,60259.04131227963,20
56400.14023842506,142.7915643162307,56542.931802741296,21
52492.931764565845,97.8171566847905,52590.74892125063,22
48395.620511276284,67.03427499378648,48462.65478627007,23
44188.267397556236,46.18714275429084,44234.45454031053,24
39957.60093780396,31.87763706231155,39989.47857486627,25
35791.121818763306,22.061446809837985,35813.18326557314,26
31769.143574756545,15.350611241857777,31784.494185998403,27
27960.166821671082,10.687005446864326,27970.853827117946,28
24416.541439331817,7.473905685813437,24424.01534501763,29
21173.188132202562,5.2481223166065405,21178.43625451917,30
18247.94840682698,3.6885885169083865,18251.636995343888,31
15643.710086574367,2.60604605368481,15646.316132628051,32
13351.57122446144,1.846221663348047,13353.41744612479,33
11353.507829229071,1.310109561457729,11354.81793879053,34
9626.238265199752,0.9346271010007441,9627.172892300752,35
8143.2725901638805,0.667984448839344,8143.9405746127195,36
6877.122274503274,0.4784699725059431,6877.60074447578,37
5801.161679787685,0.3444982611405644,5801.506178048826,38
4889.9810019981305,0.2483940537306341,4890.229396051861,39
4120.4910904913995,0.17952979455407253,4120.670620285953,40
3472.125314201079,0.1304064298754595,3472.255720630955,41
2926.505838396074,0.09488187292244624,2926.6007202689966,42
2467.8277831946484,0.06921211775895661,2467.8969953124074,43
2082.463301877348,0.050644420968663964,2082.5139462983166,44
1758.730038062826,0.03714459174229261,1758.7671826545684,45
1486.7768362628412,0.027332549614389683,1486.8041688124556,46
1258.2157360357548,0.0201611522123366,1258.235897187967,47
1066.0302030766454,0.014913318751022649,1066.0451163953965,48
904.3094617777695,0.011060483046431806,904.3205222608159,49
768.1090441085249,0.0,768.1090441085249,50
653.298740441433,0.0,653.298740441433,51
556.7910940827445,0.0,556.7910940827445,52
475.31333324726097,0.0,475.31333324726097,53
405.8915227304914,0.0,405.8915227304914,54
346.3357903451958,0.0,346.3357903451958,55
295.2403269213852,0.0,295.2403269213852,56
251.9833863063215,0.0,251.9833863063215,57
216.25708747056103,0.0,216.25708747056103,58
185.97297189004507,0.0,185.97297189004507,59
160.17518587900545,0.0,160.17518587900545,60
138.19777730493203,0.0,138.19777730493203,61
119.44415702400566,0.0,119.44415702400566,62
103.3870988810985,0.0,103.3870988810985,63
89.57737160779322,0.0,89.57737160779322,64
77.70210797805368,0.0,77.70210797805368,65
67.5000019979448,0.0,67.5000019979448,66
58.73210187907368,0.0,58.73210187907368,67
51.184715488941585,0.0,51.184715488941585,68
44.66941035094396,0.0,44.66941035094396,69
39.023900481146924,0.0,39.023900481146924,70
34.126284193378524,0.0,34.126284193378524,71
29.882835116014373,0.0,29.882835116014373,72
26.207889029187648,0.0,26.207889029187648,73
23.023164210012016,0.0,23.023164210012016,74
20.257761432581606,0.0,20.257761432581606,75
17.84816396797104,0.0,17.84816396797104,76
15.738601304499904,0.0,15.738601304499904,77
13.890099338146804,0.0,13.890099338146804,78
12.273056434501502,0.0,12.273056434501502,79
10.859214348679687,0.0,10.859214348679687,80
9.622610803621107,0.0,9.622610803621107,81
8.539579490089553,0.0,8.539579490089553,82
7.5887500666728815,0.0,7.5887500666728815,83
6.751048159782991,0.0,6.751048159782991,84
6.010297197915341,0.0,6.010297197915341,85
5.355759549511567,0.0,5.355759549511567,86
4.7779485625219555,0.0,4.7779485625219555,87
4.267973323478767,0.0,4.267973323478767,88
3.8176419413867175,0.0,3.8176419413867175,89
3.419461547722983,0.0,3.419461547722983,90
3.066638296437203,0.0,3.066638296437203,91
2.7530773639514696,0.0,2.7530773639514696,92
2.473444631646556,0.0,2.473444631646556,93
2.2240047428654397,0.0,2.2240047428654397,94
2.0017183052149097,0.0,2.0017183052149097,95
1.8036856929101392,0.0,1.8036856929101392,96
1.6272172057443388,0.0,1.6272172057443388,97
1.4698330690887513,0.0,1.4698330690887513,98
1.329263433892656,0.0,1.329263433892656,99
1.2034483766833663,0.0,1.2034483766833663,100
1.0905378995662314,0.0,1.0905378995662314,101
0.9889178721957889,0.0,0.9889178721957889,102
0.8974582443642971,0.0,0.8974582443642971,103
0.8152025441543673,0.0,0.8152025441543673,104
0.7412379772832881,0.0,0.7412379772832881,105
0.6747137653206725,0.0,0.6747137653206725,106
0.6148411456884586,0.0,0.6148411456884586,107
0.5608933716609089,0.0,0.5608933716609089,108
0.5122057123646109,0.0,0.5122057123646109,109
0.4681754527784767,0.0,0.4681754527784767,110
0.42826189373374357,0.0,0.42826189373374357,111
0.3920066351483309,0.0,0.3920066351483309,112
0.3590902226904851,0.0,0.3590902226904851,113
0.32921638342254367,0.0,0.32921638342254367,114
0.3021049245648956,0.0,0.3021049245648956,115
0.27749362517515286,0.0,0.27749362517515286,116
0.25513823614815034,0.0,0.25513823614815034,117
0.2348124802159461,0.0,0.2348124802159461,118
0.2163080519478212,0.0,0.2163080519478212,119
0.1994346177502797,0.0,0.1994346177502797,120
0.18401981586704894,0.0,0.18401981586704894,121
0.16990925649577693,0.0,0.16990925649577693,122
0.15697854792514462,0.0,0.15697854792514462,123
