effector_pop,total_tumor_pop,days
1000.0,100000.0,1
1165.4670185433613,102107.77119214798,2
1366.6566305367273,104191.20767503463,3
1612.7790981361181,106230.81931458475,4
1916.6884308734143,108199.196758489,5
2290.4325012675317,110069.68733351376,6
2744.3871908539813,111818.1038447397,7
3287.125543947338,113423.17134211607,8
3920.322317515122,114876.44312781126,9
4633.884303139013,116191.77449737972,10
5408.153081795815,117403.30756797273,11
6214.05044703333,118565.34324236252,12
7013.959669478528,119750.56165055877,13
7780.241142306045,121014.01084355195,14
8500.988693138279,122382.33695883387,15
9173.112743672056,123864.99654896387,16
9802.755804096993,125453.13187323655,17
10405.17400955816,127119.79120030168,18
11000.473174615458,128827.70051154711,19
11612.622691785265,130530.78442119631,20
12261.65554580529,132188.98394957744,21
12962.60656191327,133770.32310621452,22
13736.803881394531,135229.91912756418,23
14601.758650673411,136528.57831456285,24
15576.884744225408,137622.53677266926,25
16682.138744344767,138465.86009525598,26
17930.862901346336,139023.36850454734,27
19337.43241532013,139257.0973458855,28
20914.266605521178,139131.8194927694,29
22670.38528203215,138617.91308316233,30
24610.088066325872,137694.27037834498,31
26732.06489957194,136350.27981176204,32
29028.30329238784,134588.29953080177,33
31483.654448966205,132425.07854343113,34
34076.06900809263,129891.73275870124,35
36777.4408504771,127032.38163214181,36
39555.39818755234,123901.27517478906,37
42376.4950263269,120556.6786186944,38
45207.80542605203,117057.81997877873,39
48019.985638711616,113458.94641014856,40
50789.365550486094,109804.87505162977,41
53498.71117807993,106129.19302714629,42
56137.632144824354,102453.14489195889,43
58702.07874303435,98786.09331063402,44
61192.07266784671,95129.56443512691,45
63611.314018336656,91477.96453671933,46
65964.94973775504,87822.57468108457,47
68257.60802055115,84155.26168520108,48
70492.37501141077,80470.80548197257,49
72670.55003584443,76767.39756112413,50
74790.30966770872,73049.15885665228,51
76847.08031713983,69325.77619921681,52
78834.32581419255,65611.29432227138,53
80743.81443386473,61923.58930756579,54
82565.92223108072,58283.73498668686,55
84291.07850543782,54713.388030970935,56
85910.70093913337,51233.0461365608,57
87417.23838563387,47861.91969911211,58
88804.71126317144,44616.578515015695,59
90069.14754929832,41510.16516355595,60
91208.55669767925,38552.31174376701,61
92222.84514387339,35749.16041690405,62
93113.61678008744,33103.67824307551,63
93883.90326956977,30616.031356305743,64
94538.0489243792,28284.008875803043,65
95081.04266753035,26103.519701166668,66
95518.16380701515,24069.59472515886,67
95855.02306455788,22176.53502802033,68
96097.56257561517,20417.91187747033,69
96252.055889376,18786.56672870659,70
96325.10796876169,17274.61122440534,71
96323.0728911482,15874.249990970322,72
96250.82715250067,14579.529104148067,73
96113.47170411189,13384.056629949308,74
95915.97655669847,12281.560367431088,75
95663.15399019122,11265.926214416459,76
95359.6585537349,10331.198167494478,77
95009.98625922266,9471.57857039744,78
94618.29931057933,8681.580671442307,79
94188.2631152705,7956.299018603075,80
93723.35312388785,7291.082219548282,81
93226.88613253417,6681.465970407491,82
92702.02028282352,6123.173055771271,83
92151.75506188114,5612.113348691202,84
91578.93123488585,5144.384957163947,85
90986.10313907223,4716.438024768434,86
90375.4756108239,4325.153462446907,87
89749.11878929894,3967.5928037259596,88
89108.98618564908,3640.977813612452,89
88456.91468301957,3342.6904885935155,90
87794.62453654941,3070.2730566365517,91
87123.71937337113,2821.4279771892325,92
86445.6858981312,2594.0180629645392,93
85761.83189020658,2386.122884540243,94
85073.24587199805,2196.103655581503,95
84380.93475891078,2022.445437981695,96
83685.83896517177,1863.730160145404,97
82988.83240382973,1718.6366169884213,98
82290.72248675521,1585.9404699377476,99
81592.25012464049,1464.5142469315906,100
80894.08972699966,1353.3273424193674,101
80196.84942272257,1251.4451398523456,102
79501.06050906592,1158.0222678756602,103
78807.15757574775,1072.3424315973525,104
78115.53527223493,993.7522279100765,105
77426.55957245838,921.6410649956297,106
76740.56777481294,855.4411623249539,107
76057.8685021575,794.6275506581346,108
75378.74170181491,738.7180720444019,109
74703.43864557208,687.2733798221299,110
74032.18192967983,639.896938618836,111
73365.1660793589,596.2330457298235,112
72702.55527583491,555.9576790819976,113
72044.47789916475,518.7982744665728,114
71391.04904760786,484.5038482671019,115
70742.37347046549,452.8392840938037,116
70098.5455680806,423.58533278356435,117
69459.64939183803,396.5386123999365,118
68825.75864416435,371.5116082331392,119
68196.93667852799,348.33267280005856,120
67573.23649943911,326.8460258442471,121
66954.7007624497,306.91175433592406,122
66341.36226032842,288.4044408265695,123
65733.24426816899,271.2073146193387,124
65130.357461364016,255.22273789216945,125
64532.70832010867,240.3604136170187,126
63940.30016629722,226.53531746030873,127
63353.133163523125,213.6676977829271,128
62771.204317078984,201.68307564022666,129
62194.50747395653,190.51224478202553,130
61623.03332284669,180.09127165260708,131
61056.7693941395,170.36149539071994,132
60495.70005992419,161.2695278295781,133
59939.80653398908,152.7672534968607,134
59389.06687878613,144.81181361468893,135
58843.45722274281,137.36210525051945,136
58302.94987781706,130.3820906275823,137
57767.514852703134,123.84040709642267,138
57237.12148205418,117.70730129018597,139
56711.73842648222,111.95462912461781,140
56191.33367255817,106.55585579806396,141
55675.87453281183,101.48605579147039,142
55165.327645731886,96.72191286838326,143
54659.65897576591,92.24172007494894,144
54158.83381332036,88.02537973991394,145
53662.81677476058,84.054403474625,146
53171.57180241078,80.31191217302903,147
52685.06216455411,76.78263601167318,148
52203.25045543253,73.45291444970465,149
51726.098894099705,70.30990998032384,150
51253.56958274887,67.34064213789573,151
50785.62362862459,64.5347988434858,152
50322.22216640963,61.88265210265065,153
49863.3264146936,59.37492385582165,154
49408.897675972905,57.00278597830489,155
48958.89733665082,54.757860280281236,156
48513.28686703742,52.63221850680628,157
48072.0278213497,50.618382337810345,158
47635.08183771136,48.70932338809852,159
47202.41063815304,46.89846320735063,160
46773.97602861215,45.17967328012127,161
46349.739898933,43.54727502583973,162
45929.66422286666,41.996039798810074,163
45513.71105807109,40.52118888821113,164
45101.84254611105,39.11839351809642,165
44694.02091245816,37.78377484739427,166
44290.20850602811,36.51366494285175,167
43890.36801968751,35.30380751122897,168
43494.46231143226,34.15104185319866,169
43102.45447878342,33.05246676280733,170
42714.30787798706,32.005292835565555,171
42329.98612401431,31.006842468447967,172
41949.45309056131,30.054549859893292,173
41572.67291004926,29.145961009804317,174
41199.6099736244,28.2787337195479,175
40830.22893115799,27.450637591954973,176
40464.49469124632,26.659554031320535,177
40102.37242121075,25.903476243403667,178
39743.82754709765,25.180509235427504,179
39388.825753678444,24.488869816079266,180
39037.332984449575,23.826886595510242,181
38689.31544163252,23.192999985335792,182
38344.73958617383,22.58576219863535,183
38003.572137745046,22.003837249952408,184
37665.780074742775,21.446000955294544,185
37331.33063428864,20.911140932133403,186
37000.19131222935,20.398256599404704,187
36672.329860087884,19.906457040612956,188
36347.71378299573,19.434525745342157,189
36026.31130711282,18.981366568012184,190
35708.09142080643,18.54621315482694,191
35393.02335694857,18.128321881552438,192
35081.076592915975,17.726971853516837,193
34772.22085059011,17.34146490561041,194
34466.42609635714,16.971125602285575,195
34163.66254110801,16.615301237556857,196
33863.900640238346,16.27336183500093,197
33567.11109364852,15.94470014775658,198
33273.26484574364,15.628731658524737,199
32982.333085433536,15.324894579568447,200
32694.28724613275,15.032649852712892,201
32409.099005760574,14.751481149345377,202
32126.74028674102,14.480894870415339,203
31847.183256002827,14.220420146434344,204
31570.400324979466,13.969608837476088,205
31296.36414960912,13.728035533176385,206
31025.047630334724,13.495297552733192,207
30756.423912103917,13.271014944906582,208
30490.466384369083,13.05483048801877,209
30227.148681087336,12.846409689954086,210
29966.444680720506,12.645440788158997,211
29708.328506235146,12.451634749642093,212
29452.774525102555,12.2647252709741,213
29199.75734929875,12.084468778287862,214
28949.251835304472,11.910644427278362,215
28701.233084105203,11.743054103202706,216
28455.67644119114,11.581522420880129,217
28212.55746610514,11.42586868784046,218
27971.851944269027,11.27576798014102,219
27733.53625120186,11.131015425555775,220
27497.58700543945,10.991438049442355,221
27263.981019856423,10.856867706471395,222
27032.695301666216,10.727141080626529,223
26803.707052421098,10.602099685204395,224
26576.99366801216,10.481589862814628,225
26352.5327386693,10.365462785379863,226
26130.30204896124,10.253574454135737,227
25910.279577795525,10.145785699630887,228
25692.44349841852,10.041962181726946,229
25476.772178415402,9.941974389598554,230
25263.24417971017,9.845697641733347,231
25051.838258565665,9.753012085931962,232
24842.53336558351,9.663802699308036,233
24635.30864570417,9.57795928828821,234
24430.14343820693,9.495376488612116,235
24227.017276709885,9.415953765332398,236
24025.90988916995,9.33959541281469,237
23826.80119788287,9.266210554737635,238
23629.671319483205,9.195713144092869,239
23434.50056494433,9.128021963185029,240
23241.269439578442,9.063060623631756,241
23049.95864303656,9.000757566363692,242
22860.549069308527,8.941046061624476,243
22673.021806722987,8.883864208970747,244
22487.358137947424,8.829154937272143,245
22303.539507407488,8.77686535228827,246
22121.54341327527,8.726861802418457,247
21941.349563472486,8.679045970721178,248
21762.94103168193,8.633383621820434,249
21586.301004992885,8.589841135502521,250
21411.412783901156,8.548385506716027,251
21238.259782309033,8.508984345571843,252
21066.825527525307,8.471605877343146,253
20897.093660265273,8.436218942465413,254
20729.047934650727,8.402792996536412,255
20562.672218209966,8.371298110316209,256
20397.950491877782,8.341704969727164,257
20234.86684999547,8.313984875853933,258
20073.40550031083,8.28810974494346,259
19913.550763978157,8.264052108404993,260
19755.287075558248,8.241785112810069,261
19598.598983018404,8.221282519892522,262
19443.47114773242,8.202518706548478,263
19289.888344480587,8.185468664836364,264
19137.835461449715,8.170108001976892,265
18987.297500233093,8.15641294035308,266
18838.25957583053,8.144360317510232,267
18690.706916648323,8.133927586155949,268
18544.624864499267,8.12509281416013,269
18399.998874602665,8.117834684554966,270
18256.814515584323,8.112132495534942,271
18115.05746947654,8.107966160456838,272
17974.713531718113,8.105316207839731,273
17835.768611154344,8.104163781364994,274
17698.208730037044,8.104490639876287,275
17562.02002402451,8.106279157379573,276
17427.188742181548,8.109512323043106,277
17293.70124697946,8.114173741197437,278
17161.544014296047,8.120247631335406,279
17030.70363341562,8.127718828112156,280
16901.166807028974,8.13657278134512,281
16772.920351233428,8.146795556014023,282
16645.95119553278,8.158373832260894,283
16520.246382837333,8.171294905390047,284
16395.7930694639,8.185546685868095,285
16272.578525135781,8.201117699323946,286
16150.590132982788,8.217997086548802,287
16029.815389541229,8.236174603496162,288
15910.241904753912,8.255640621281815,289
15791.857401970141,8.276386126183848,290
15674.649717945733,8.298402719642644,291
15558.606802842987,8.321682618260876,292
15443.716720230721,8.346218653803517,293
15329.96764708424,8.372004273197833,294
15217.347873785358,8.399033538533383,295
15105.845804122382,8.427301127062023,296
14995.449955290129,8.4568023311979,297
14886.148957889902,8.487533058517462,298
14777.93155592952,8.519489831759447,299
14670.78660682329,8.55266978882489,300
14564.703081392034,8.587070682777117,301
14459.670009432331,8.622692585644394,302
14355.67543320169,8.659581499321014,303
14252.70906049074,8.697762872353543,304
14150.761425775232,8.73724297679916,305
14049.823122132817,8.77802850943686,306
13949.884801243035,8.820126591767455,307
13850.937173387329,8.86354477001358,308
13752.971007449036,8.908291015119682,309
13655.977130913392,8.954373722752033,310
13559.946429867521,9.00180171329872,311
13464.869849000459,9.050584231869648,312
13370.738391603121,9.10073094829654,313
13277.543119568336,9.15225195713294,314
13185.275153390818,9.205157777654208,315
13093.925672167177,9.259459353857519,316
13003.485913595929,9.315168054461877,317
12913.947173977476,9.372295672908093,318
12825.300808214126,9.430854427358803,319
12737.53822981008,9.490856960698459,320
12650.65091087143,9.55231634053333,321
12564.630382106176,9.615246059191506,322
12479.468232824202,9.679660033722897,323
12395.156110937296,9.745572605899223,324
12311.685722959144,9.812998542214034,325
12229.048834005325,9.88195303388269,326
12147.237267793316,9.95245169684237,327
12066.242906642494,10.024510571752074,328
11986.057691474125,10.098146123992622,329
11906.673621811373,10.173375243666646,330
11828.082755779307,10.2502152455986,331
11750.277210104885,10.32868386933476,332
11673.249160116962,10.408799279143215,333
11596.990839746295,10.490580064013875,334
11521.49454152553,10.574045237658465,335
11446.752616589214,10.659214238510533,336
11372.757474673794,10.746106929725443,337
11299.501584117606,10.834743599180374,338
11226.977471860886,10.92514495947433,339
11155.17772344577,11.017332147928133,340
11084.094983016288,11.111326726584418,341
11013.721953318363,11.207150682207638,342
10944.05139569982,11.30482642628407,343
10875.076130110381,11.404376795021806,344
10806.789035101658,11.505825049350756,345
10739.183047827164,11.609194874922652,346
10672.25116404231,11.714510382111039,347
10605.986438104406,11.821796106011282,348
10540.381982972647,11.931077006440571,349
10475.43097020814,12.042378467937901,350
10411.126629973876,12.1557262997641,351
10347.462251034749,12.271146735901802,352
10284.43118075755,12.388666435055466,353
10222.026825110965,12.50831248065137,354
10160.242648665573,12.630112380837605,355
10099.072174593857,12.754094068484086,356
10038.508984670192,12.880285901182544,357
9978.546719270851,13.00871666124653,358
9919.179077374001,13.139415555711407,359
9860.39981655971,13.272412216334365,360
9802.202753009939,13.407736699594409,361
9744.581761508549,13.545419486692357,362
9687.530775441293,13.685491483550853,363
