subclone_1,subclone_2,total_tumor,days
61402.783578801034,44301.421774924704,105704.20535372573,64
61399.14916201608,42697.108227830606,104096.2573898467,65
61373.04285516459,41081.858366764354,102454.90122192894,66
61323.62688876076,39463.21421621967,100786.84110498043,67
61250.05375454489,37849.17595945317,99099.22971399807,68
61151.46620548339,36248.20193848434,97399.66814396772,69
61027.09068782425,34668.50348832929,95695.59417615354,70
60876.58207071838,33112.90922656487,93989.49129728325,71
60699.0212597887,31584.890601770658,92283.91186155936,72
60493.46834306865,30088.185040506163,90581.65338357481,73
60259.08395913789,28626.19333307131,88885.2772922092,74
59995.12929712236,27201.97963350641,87197.10893062878,75
59700.966096694196,25818.271459592168,85519.23755628636,76
59376.0566480718,24477.459692849698,83853.51634092149,77
59019.963792019815,23181.5985785405,82201.5623705603,78
58632.35091984911,21932.405725666475,80564.75664551559,79
58212.98197341681,20731.26210696993,78944.24408038674,80
57761.721445126284,19579.21205893356,77340.93350405985,81
57278.53437792712,18476.963281780463,75755.49765970759,82
56763.48636531517,17424.886839474122,74188.3732047893,83
56216.74355133251,16423.017159718434,72639.76071105094,84
55638.57263056747,15471.05203395768,71109.62466452515,85
55029.3408481546,14568.35261737655,69597.69346553115,86
54389.515999774725,13713.943428900122,68103.45942867485,87
53719.66643165487,12906.512351193876,66626.17878284874,88
53020.46104056835,12144.41063066369,65164.87167123204,89
52292.66927383466,11425.652877455843,63718.3221512905,90
51537.1611293196,10747.91706545699,62285.078194776586,91
50754.80711874583,10109.11861117739,60863.92572992323,92
49946.71038056016,9507.885027904691,59454.59540846485,93
49114.36915545607,8942.247922110422,58056.617077566494,94
48259.330740477686,8410.303531466428,56669.634271944116,95
47383.186456660806,7910.228859948331,55293.415316609135,96
46487.57164903294,7440.281677835519,53927.85332686846,97
45574.16568661328,6998.80052171116,52572.96620832445,98
44644.69196241272,6584.204694462191,51228.89665687491,99
43700.91789343384,6194.994265279319,49895.91215871316,100
42744.65492067094,5829.750069657024,48574.40499032797,101
41777.758509109975,5487.133709393567,47264.89221850354,102
40802.128147728625,5165.88755259097,45968.01570031959,103
39819.70734949625,4864.834733655032,44684.54208315129,104
38832.48365137393,4582.879153295328,43415.362804669254,105
37842.4886143144,4319.005478525201,42161.4940928396,106
36851.797823262124,4072.2791426617678,40924.076965923894,107
35862.47591702445,3841.725823133644,39704.201740158096,108
34876.19386375063,3625.6534087052996,38501.84727245593,109
33894.7402286773,3423.0227775395765,37317.763006216876,110
32919.86945579867,3232.9968291048144,36152.86628490348,111
31953.23508362364,3054.778565505772,35008.01364912941,112
30996.38974517582,2887.6110914836245,33884.00083665944,113
30050.78516799349,2730.777614415969,32781.562782409455,114
29117.77217412963,2583.601444316817,31701.373618446447,115
28198.600680151903,2445.445993836601,30644.046673988505,116
27294.419697142668,2315.7147782621714,29610.13447540484,117
26406.27733069897,2193.851415516797,28600.128746215767,118
25535.12078093255,2079.3396261601647,27614.460407092716,119
24681.796342469825,1971.7032333883803,26653.499575858204,120
23847.049404451915,1870.5061630339683,25717.555567485884,121
23031.524450534627,1775.35244356587,24806.876894100496,122
22235.765058888457,1685.8862060894485,23921.651264977907,123
21460.21461914103,1601.791032450569,23062.005651591597,124
20705.334576361798,1522.6408493365273,22227.975425698325,125
19971.336490139143,1448.051086837953,21419.387576977097,126
19258.24080965393,1377.7551359067666,20635.995945560695,127
18566.03069749122,1311.497783639687,19877.528481130907,128
17894.652029640285,1249.0352132782323,19143.687242918517,129
17244.0133954946,1190.135004208719,18434.148399703317,130
16613.986097851848,1134.5761319622632,17748.56222981411,131
16004.40415291391,1082.1489682147794,17086.55312112869,132
15415.064290286873,1032.6552807869812,16447.719571073852,133
14845.725952981033,985.9082336443805,15831.634186625413,134
14296.111297410882,941.732386897289,15237.84368430817,135
13765.905193395123,899.9636968008164,14665.86889019594,136
13254.755224156666,860.4495157548722,14115.204739911538,137
12762.271686322616,823.0485923041635,13585.32027862678,138
12288.027589924293,787.6310711381975,13075.65866106249,139
11831.55865839721,754.0784930912795,12585.63715148849,140
11392.36332858109,722.2837951425145,12114.647123723604,141
10969.902750719866,692.1513104158054,11662.054061135672,142
10563.606426001756,663.5957520794132,11227.202178081168,143
10173.101145459408,636.5012865629842,10809.602432022391,144
9797.928272298474,610.7734377827064,10408.701710081179,145
9437.53108742047,586.341037944148,10023.872125364618,146
9091.368621461977,563.1355947978468,9654.504216259824,147
8758.915654794633,541.0912916393111,9300.006946433945,148
8439.66271752513,520.1449873090188,8959.80770483415,149
8133.11608949522,500.2362161924181,8633.352305687638,150
7838.797800281711,481.30718821992707,8320.104988501638,151
7556.245629196472,463.3027888669337,8019.548418063406,152
7285.013105286425,446.17057915379627,7731.183684440221,153
7024.669507333554,429.86079564584287,7454.530302979397,154
6774.799863854898,414.32635045337145,7189.1262143082695,155
6535.0049531025525,399.5228312316503,6934.527784334203,156
6304.901303063674,385.4085011809176,6690.309804244592,157
6084.121191460476,371.94429904638133,6456.065490506858,158
5872.312645750227,359.0938391182198,6231.406484868447,159
5669.139443125254,346.82341123158113,6015.962854356835,160
5474.281110512942,335.1019807665835,5809.383091279526,161
5287.432924575738,323.90118864831516,5611.334113224053,162
5108.305911711137,313.1953513468343,5421.501263057971,163
4936.626848051699,302.96146087716886,5239.588308928868,164
4772.12754448861,293.1785483994297,5065.3060928880395,165
4614.356160032797,283.816668721755,4898.172828754552,166
4462.962304269856,274.8533474227888,4737.815651692645,167
4317.673481454777,266.27088637344394,4583.944367828221,168
4178.226392648048,258.0521469691551,4436.278539617203,169
4044.3669357156573,250.18055012987836,4294.547485845535,170
