subclone_1,subclone_2,subclone_3,total_tumor,days
109095.50529286917,40.01633231208976,23119.62176368761,132255.1433888689,90
110005.13513544315,36.64174600463797,23214.980942825634,133256.75782427343,91
110922.25561294027,33.57899577845366,23308.93817334715,134264.77278206588,92
111846.92699487598,30.79980271551842,23401.439473682327,135279.1662712738,93
112779.21003448704,28.277623317030518,23492.429981370366,136299.91763917444,94
113719.16596873153,25.987649503404864,23581.853953059486,137327.00757129444,95
114666.85651828878,23.90680861427303,23669.65476450694,138360.41809141,96
115622.34388755949,22.013763408483253,23755.77491057899,139400.13256154695,97
116585.69076466559,20.288912064100433,23840.156005250945,140446.13568198064,98
117556.96032145034,18.714388178406132,23922.738781607117,141498.41349123587,99
118536.2162134783,17.27406076789855,24003.463091840847,142556.95336608705,100
119523.52259460407,15.953844936387746,24082.26803025654,143621.744469797,101
120518.94416094117,14.74395315389003,24159.092299694057,144692.78041378912,102
121522.54601936426,13.635684333769218,24233.873117739702,145770.05482143775,103
122534.39378671852,12.620637106167163,24306.547078101863,146853.56150192654,104
123554.55360697617,11.690883594754585,24377.05029676301,147943.29478733393,105
124583.09215123659,10.83896941673107,24445.318411979675,149039.249532633,106
125620.07661772615,10.05791368282507,24511.286584282458,150141.42111569145,107
126665.57473179842,9.341208997293894,24574.88949647603,151249.80543727175,108
127719.65474593392,8.682821457923712,24636.06135363913,152364.39892103098,109
128782.38543974038,8.077190656029568,24694.73588312456,153485.19851352097,110
129853.83611995251,7.519229676455366,24750.846334559203,154612.20168418816,111
130934.07662043217,7.004325097573862,24804.325479844,155745.40642537375,112
132023.17730496076,6.528345135503251,24855.105663764847,156884.8113138611,113
133121.20916171197,6.088126869972558,24903.12060625481,158030.41789483675,114
134228.24362598086,5.681152881785966,24948.302397772135,159182.2271766348,115
135344.35264033193,5.304953670672999,24990.582435578362,160340.24002958098,116
136469.6087264077,4.957184976657798,25029.89268702734,161504.4585984117,117
137604.08498492872,4.635627780059123,25066.16568956525,162674.886302274,118
138747.85509569375,4.338188301490345,25099.334550730582,163851.52783472583,119
139900.99331757953,4.062898001859459,25129.332948154155,165034.38916373556,120
141063.57448854088,3.807913582369072,25156.095129559104,166223.47753168235,121
142235.67402561073,3.5715169845164083,25179.55591276088,167418.80145535612,122
143417.36792490003,3.35211539009331,25199.65068566726,168620.3707259574,123
144608.73276159787,3.1482412211862356,25216.315406278336,169828.19640909738,124
145809.8456899714,2.958552140176261,25229.48660268652,171042.29084479812,125
