subclone_1,subclone_2,subclone_3,subclone_4,total_tumor,days
23279.0,10085.0,38751.0,27885.0,100000.0,1
23427.85185977415,10118.557095288577,38902.81668773184,27828.052636147047,100277.27827894161,2
23576.97554686618,10148.516850090893,39024.4703680469,27640.49142553638,100390.45419054036,3
23726.355040821978,10174.605745065337,39108.67213812974,27263.39312204541,100273.02604606247,4
23875.974949713654,10196.53700493899,39146.57621315274,26616.343869447694,99835.43203725306,5
24025.820786515622,10214.010754712233,39127.51872588669,25607.774562197104,98975.12482931165,6
24175.878471378575,10226.71423650054,39038.96996622745,24154.071754612334,97595.6344287189,7
24326.136818513987,10234.323015591783,38865.8156899303,22154.22649086883,95580.5020149049,8
24476.58420770205,10236.501530303436,38590.71041119579,19599.71273881773,92903.50888801902,9
24627.206585725686,10232.903083686115,38194.35235575132,16626.046119146573,89680.50814430969,10
24777.987518822272,10223.170400615136,37655.81500571131,13501.556567214735,86158.52949236345,11
24928.905263466546,10206.937042782167,36952.506418609126,10498.916778533065,82587.26550339091,12
25079.931182545493,10183.828403554753,36060.387298648435,7831.476489600468,79155.62337434915,13
25231.034614532917,10153.469913749193,34960.128415457766,5631.0454197161835,75975.67836345607,14
25382.183235729633,10115.487778770317,33637.637621194444,3942.9920780464945,73078.30071374089,15
25533.34287742218,10069.51061478143,32084.83141436873,2719.32002198077,70407.00492855311,16
25684.47922233812,10015.178576049553,30304.890347950048,1852.2217824340742,67856.7699287718,17
25835.55866908771,9952.147495418389,28315.21187172829,1254.1825811790545,65357.100617413445,18
25986.547018120382,9880.092741414283,26148.102657415722,848.4275053933687,62863.16992234375,19
26137.40949464039,9798.715631902958,23850.602782348167,569.6430569857762,60356.370965877286,20
26288.110153993388,9707.750553119613,21480.280304711294,379.4175890305622,57855.558600854856,21
26438.61145078318,9606.969846269483,19101.27913881978,257.0138105639816,55403.87424643642,22
26588.872882341406,9496.191195913465,16777.198619747778,172.04814760359685,53034.310845606255,23
26738.852300148643,9375.285690883946,14564.384543392876,115.35901200746393,50793.88154643294,24
26888.50508315442,9244.182992885964,12508.075736606428,78.64829056550207,48719.412103212315,25
27037.78426212632,9102.879366800064,10638.980991960938,52.79074739777275,46832.4353682851,26
27186.641090014087,8951.443708920802,8973.4438810477,35.73713763050706,45147.2658176131,27
27335.024866362142,8790.022265546275,7514.617818987919,24.58354375855281,43664.248494654894,28
27482.88327342423,8618.844092959465,6255.854999078495,17.949198675534806,42375.53156413773,29
27630.16223287486,8438.223594578249,5183.306382717248,12.729466344553106,41264.4216765149,30
27776.806294093236,8248.562395543962,4278.595126657595,8.819922401602815,40312.783738696395,31
27922.758543146025,8050.34957016976,3522.0329149657505,6.363859290855105,39501.50488757239,32
28067.96038562211,7844.159093929728,2893.590925572238,4.56463628838264,38810.27504141246,33
28212.35167948711,7630.6472556915005,2374.117556849813,3.195166988872905,38220.3116590173,34
28355.870666614202,7410.546221813616,1946.5757177920152,2.2499113716601333,37715.2425175915,35
28498.453775938,7184.6557176486895,1595.6395377351425,1.5884069380029624,37280.337438259834,36
28640.03563226684,6953.835781667785,1308.1357366268528,1.1231932347359974,36903.13034379621,37
28780.548956492315,6718.9936478273285,1073.00714488642,0.7987069091248262,36573.348456115185,38
