subclone_1,subclone_2,subclone_3,subclone_4,total_tumor,days
81178.3496314349,745.1810509742788,0.0,0.009040935265316467,81923.53972334445,323
81773.99693339872,741.2009491836527,0.0,0.009052728941029136,82515.20693531132,324
82373.97873087988,737.3059650718806,0.0,0.009058989231184754,83111.293754941,325
82978.32616690797,733.4944246243596,0.0,0.0,83711.82059153232,326
83587.07089899444,729.7644141704051,0.0,0.0,84316.83531316485,327
84200.24421775353,726.114428724524,0.0,0.0,84926.35864647805,328
84817.87761815646,722.5430139863639,0.0,0.0,85540.42063214282,329
85440.00283611013,719.0487411746491,0.0,0.0,86159.05157728477,330
86066.65184845698,715.6302070271807,0.0,0.0,86782.28205548416,331
86697.85687297513,712.2860338008369,0.0,0.0,87410.14290677596,332
87333.65036837824,709.0148692715726,0.0,0.0,88042.66523764981,333
