subclone_1,subclone_2,subclone_3,total_tumor,days
24048.844077840047,16223.318630145495,0.0,40272.16270798554,95
24063.52431332261,15700.381786043596,0.0,39763.906099366206,96
24077.826948978065,15189.155247072027,0.0,39266.98219605009,97
24091.749594714325,14689.754595378306,0.0,38781.50419009263,98
24105.28988070893,14202.277531310081,0.0,38307.56741201901,99
24118.44545740904,13726.803873415127,0.0,37845.24933082417,100
24131.213995531445,13263.395558441352,0.0,37394.6095539728,101
24143.59318606254,12812.096641336797,0.0,36955.689827399336,102
24155.580740258356,12372.933295249628,0.0,36528.514035507986,103
24167.17438964454,11945.913811528142,0.0,36113.08820117268,104
24178.37188601636,11531.02859972077,0.0,35709.40048573713,105
24189.171001438714,11128.250187576072,0.0,35317.421189014785,106
24199.56952824611,10737.533221042733,0.0,34937.10274928884,107
24209.565279042683,10358.814464269575,0.0,34568.37974331226,108
24219.15608670219,9992.01279960555,0.0,34211.16888630774,109
24228.33980436801,9637.029227599734,0.0,33865.36903196774,110
24237.114305453142,9293.746867001339,0.0,33530.86117245448,111
24245.477483640203,8962.030954759708,0.0,33207.50843839991,112
24253.427252881444,8641.728846024307,0.0,32895.15609890575,113
24260.961547398725,8332.670014144738,0.0,32593.631561543465,114
24268.078321683537,8034.666050670738,0.0,32302.744372354275,115
24274.77555049698,7747.510665352163,0.0,32022.28621584914,116
24281.05122886979,7470.97968613901,0.0,31752.0309150088,117
24286.90337210232,7204.8310591813915,0.0,31491.73443128371,118
24292.330015764535,6948.804848829577,0.0,31241.13486459411,119
24297.329215696038,6702.62323763393,0.0,30999.95245332997,120
24301.899048006042,6465.990526344975,0.0,30767.889574351015,121
24306.037609073384,6238.593133913353,0.0,30544.630742986737,122
24309.743015546526,6020.099597489836,0.0,30329.842613036362,123
24313.013404343554,5810.160572425331,0.0,30123.173976768885,124
24315.84693265216,5608.40883227087,0.0,29924.25576492303,125
24318.241777929677,5414.459268777615,0.0,29732.70104670729,126
24320.19613790305,5227.908891896868,0.0,29548.105029799917,127
24321.708230568845,5048.336829780041,0.0,29370.045060348886,128
24322.776294193256,4875.304328778706,0.0,29198.08062297196,129
24323.398587312095,4708.3547534445315,0.0,29031.753340756626,130
24323.573388730787,4547.0135865293505,0.0,28870.586975260136,131
24323.299241821627,4391.376948748346,0.0,28714.676190569975,132
24322.57478297614,4241.747859539083,0.0,28564.32264251522,133
24321.398450338205,4097.88856005314,0.0,28419.287010391345,134
24319.768725516667,3959.5686003887513,0.0,28279.33732590542,135
24317.684133678915,3826.5650591815975,0.0,28144.249192860512,136
24315.143243550876,3698.662543604803,0.0,28013.805787155678,137
24312.144667417037,3575.65318936894,0.0,27887.797856785975,138
24308.687061120418,3457.336660722027,0.0,27766.023721842445,139
24304.76912406259,3343.5201504495244,0.0,27648.289274512113,140
24300.389599203674,3234.018379874344,0.0,27534.40797907802,141
24295.547273062326,3128.6535988568394,0.0,27424.200871919165,142
24290.24097571576,3027.255585794812,0.0,27317.49656151057,143
24284.469580799723,2929.661647623507,0.0,27214.13122842323,144
24278.232005508522,2835.7166198156183,0.0,27113.94862532414,145
24271.527210595003,2745.272866381284,0.0,27016.800076976288,146
24264.354200370555,2658.1902798680867,0.0,26922.54448023864,147
24256.712022705113,2574.3362813610574,0.0,26831.04830406617,148
24248.599769027165,2493.585820482672,0.0,26742.185589509838,149
24240.016574323738,2415.821375392851,0.0,26655.837949716588,150
24230.96161714041,2340.932952788963,0.0,26571.894569929373,151
24221.434119581296,2268.818087905821,0.0,26490.252207487116,152
24211.433347309066,2199.381844515682,0.0,26410.81519182475,153
24200.958609544934,2132.5368149282535,0.0,26333.49542447319,154
24190.009259068658,2068.2031199906846,0.0,26258.212379059343,155
24178.58469221854,2006.3084090875727,0.0,26184.893101306116,156
24166.68434889143,1946.7878601409598,0.0,26113.472209032392,157
24154.30771254273,1889.584179610334,0.0,26043.891892153064,158
24141.45431039007,1834.6473398976148,0.0,25976.101650287685,159
24128.12382175896,1781.7922865935257,0.0,25909.916108352485,160
24114.315969769305,1730.8365680463041,0.0,25845.152537815608,161
24100.03044964267,1681.7082833821637,0.0,25781.73873302483,162
24085.267015379053,1634.3375927785169,0.0,25719.60460815757,163
24070.025479756885,1588.6567174639754,0.0,25658.68219722086,164
24054.305714333022,1544.5999397183507,0.0,25598.905654051374,165
24038.10764944275,1502.103602872653,0.0,25540.211252315403,166
24021.431274199786,1461.1061113090923,0.0,25482.537385508876,167
24004.27663649627,1421.5479304610778,0.0,25425.824566957348,168
23986.64384300278,1383.3715868132183,0.0,25370.015429815998,169
23968.533059168323,1346.5216679013213,0.0,25315.054727069644,170
23949.94450922032,1310.944822312394,0.0,25260.889331532715,171
23930.87847616464,1276.589759684644,0.0,25207.468235849283,172
23911.335301785566,1243.4072507074757,0.0,25154.74255249304,173
23891.315386645827,1211.3501271214955,0.0,25102.665513767322,174
23870.81919008656,1180.3732817185073,0.0,25051.19247180507,175
23849.84723022735,1150.4336683415154,0.0,25000.280898568868,176
23828.4000839662,1121.490301884723,0.0,24949.890385850922,177
23806.478386979546,1093.504258293533,0.0,24899.982645273078,178
23784.082833722252,1066.4386745645468,0.0,24850.521508286798,179
23761.214177427613,1040.258748745566,0.0,24801.47292617318,180
23737.87323010735,1014.931739935591,0.0,24752.80497004294,181
23714.060862551614,990.4269682848222,0.0,24704.487830836435,182
23689.77800432899,966.7158149946586,0.0,24656.49381932365,183
23665.02564378648,943.7717223176987,0.0,24608.79736610418,184
23639.80482804953,921.570193557741,0.0,24561.375021607273,185
23614.116663022007,900.0887930697825,0.0,24514.20545609179,186
23587.962312586333,879.3069001668152,0.0,24467.269212753148,187
23561.34293673635,859.1816802424381,0.0,24420.524616978786,188
23534.259825755304,839.6775174593062,0.0,24373.93734321461,189
23506.714389906887,820.7745636245937,0.0,24327.48895353148,190
23478.708099675576,802.4534103886803,0.0,24281.161510064256,191
23450.24248576664,784.6950892451498,0.0,24234.93757501179,192
23421.31913910613,767.4810715307913,0.0,24188.80021063692,193
23391.939710840878,750.7932684255984,0.0,24142.732979266475,194
23362.105912338517,734.6140309527697,0.0,24096.719943291286,195
23331.81951518745,718.9261499787085,0.0,24050.74566516616,196
23301.082351196885,703.7128562130231,0.0,24004.79520740991,197
23269.896312396802,688.9578202085264,0.0,23958.854132605327,198
23238.263351037975,674.6451523612361,0.0,23912.908503399212,199
23206.18547959196,660.759402910375,0.0,23866.944882502336,200
23173.664770751104,647.2855619383704,0.0,23820.950332689474,201
23140.703357428538,634.2090593708544,0.0,23774.912416799394,202
23107.303432758184,621.5157649766644,0.0,23728.81919773485,203
23073.467250094745,609.191988367842,0.0,23682.659238462587,204
23039.197123013713,597.2244789996339,0.0,23636.421602013346,205
23004.49542531137,585.6004261704917,0.0,23590.09585148186,206
22969.364591004778,574.3074590220715,0.0,23543.67205002685,207
22933.807114331794,563.3336465392347,0.0,23497.14076087103,208
22897.82554975105,552.6674975500468,0.0,23450.493047301097,209
22861.42251194198,542.2979607257789,0.0,23403.72047266776,210
22824.60067580479,532.2144245809066,0.0,23356.8151003857,211
22787.362776460483,522.4067174731099,0.0,23309.769493933592,212
22749.711609250848,512.8651076032743,0.0,23262.57671685412,213
22711.650029738452,503.5803030154896,0.0,23215.23033275394,214
22673.180953706655,494.5434515970507,0.0,23167.724405303707,215
22634.307357159607,485.74614107845713,0.0,23120.053498238063,216
22595.03227632224,477.1803990334135,0.0,23072.21267535565,217
22555.35880764027,468.8386928788289,0.0,23024.197500519098,218
22515.29010778021,460.71392987481744,0.0,22976.004037655028,219
22474.829393629345,452.79945712469794,0.0,22927.62885075404,220
22433.979942295762,445.08906157499405,0.0,22879.069003870754,221
22392.745091108325,437.57697001543426,0.0,22830.32206112376,222
22351.12823761669,430.25784907895223,0.0,22781.386086695642,223
22309.132839591293,423.1268052416857,0.0,22732.25964483298,224
22266.76241502336,416.1793848229775,0.0,22682.94179984634,225
22224.02054212491,409.41157398537575,0.0,22633.432116110285,226
22180.91085932874,402.8197987346328,0.0,22583.73065806337,227
22137.43706528843,396.40092491970614,0.0,22533.83799020814,228
22093.602822591383,390.15146880076225,0.0,22483.754291392146,229
22049.41044748659,384.05574195410736,0.0,22433.466189440696,230
22004.863517538357,378.1057737284653,0.0,22382.96929126682,231
21959.966217183442,372.29813520023146,0.0,22332.264352383674,232
21914.72274963815,366.62944825688237,0.0,22281.35219789503,233
21869.13733689835,361.0963855969754,0.0,22230.233722495326,234
21823.214219739486,355.69567073014883,0.0,22178.909890469637,235
21776.95765771655,350.42407797712195,0.0,22127.38173569367,236
21730.37192916411,345.27843246969485,0.0,22075.650361633805,237
21683.46133119629,340.2556101507486,0.0,22023.716941347036,238
21636.230179706774,335.3525377742452,0.0,21971.58271748102,239
21588.68280936882,330.5661929052275,0.0,21919.249002274046,240
21540.82357363524,325.8936039198194,0.0,21866.71717755506,241
21492.656844738412,321.3318500052255,0.0,21813.98869474364,242
21444.18701369028,316.87806115973154,0.0,21761.065074850012,243
21395.418490282344,312.52941819270416,0.0,21707.94790847505,244
21346.355703085675,308.2831527245907,0.0,21654.638855810266,245
21297.003099450903,304.13654718691964,0.0,21601.139646637825,246
21247.365145508218,300.08693482230035,0.0,21547.452080330517,247
21197.446326167385,296.1316996844231,0.0,21493.578025851806,248
21147.251145117716,292.26827663805886,0.0,21439.519421755776,249
21096.7841248281,288.49415135905997,0.0,21385.27827618716,250
21046.049806546976,284.80686033435927,0.0,21330.856666881336,251
20995.052750302362,281.20399086197074,0.0,21276.256741164332,252
20943.797534901827,277.6831810509892,0.0,21221.480715952817,253
20892.288757932507,274.24211982159045,0.0,21166.530877754096,254
20840.5310357611,270.87854690503116,0.0,21111.409582666132,255
20788.52900353387,267.5902528436489,0.0,21056.11925637752,256
20736.28731517664,264.3750789908621,0.0,21000.662394167502,257
20683.8106433948,261.23091751117045,0.0,20945.04156090597,258
20631.1036796733,258.155711380154,0.0,20889.259391053452,259
20578.171134276654,255.14745438447426,0.0,20833.318588661128,260
20525.017736248945,252.20419112187332,0.0,20777.221927370818,261
20471.64823341381,249.32401700117427,0.0,20720.972250414983,262
20418.06739237445,246.5050782422812,0.0,20664.57247061673,263
20364.279998513637,243.74557187617899,0.0,20608.025570389815,264
20310.2908559937,241.04374574493355,0.0,20551.334601738632,265
20256.10478775653,238.3978985016917,0.0,20494.50268625822,266
20201.726635523588,235.80637961068106,0.0,20437.533015134268,267
20147.16125979589,233.2675893472103,0.0,20380.4288491431,268
20092.41353985402,230.77997879766897,0.0,20323.19351865169,269
20037.488373758126,228.34204985952752,0.0,20265.830423617652,270
19982.390678347914,225.95235524133733,0.0,20208.34303358925,271
19927.12538924266,223.6094984627307,0.0,20150.734887705392,272
19871.6974608412,221.31213385442084,0.0,20093.00959469562,273
19816.111866321924,219.0589665582019,0.0,20035.170832880125,274
19760.373597642803,216.8487525269489,0.0,19977.22235016975,275
19704.487665541357,214.6802985246179,0.0,19919.167964065975,276
19648.459099534677,212.5524621262457,0.0,19861.011561660922,277
19592.29294791941,210.46415171795007,0.0,19802.75709963736,278
19535.994277771777,208.41432649692985,0.0,19744.40860426871,279
19479.568174947548,206.40199647146468,0.0,19685.970171419012,280
19423.01974408207,204.42622246091508,0.0,19627.445966542986,281
19366.35410859024,202.48611609572256,0.0,19568.840224685962,282
19309.57641066653,200.5808398174095,0.0,19510.15725048394,283
19252.69181128497,198.70960687857922,0.0,19451.40141816355,284
19195.70549019915,196.87168134291605,0.0,19392.577171542067,285
19138.622519469645,195.0662684906467,0.0,19333.68878796029,286
19081.4446540189,193.28982434327486,0.0,19274.734478362174,287
19024.17558003406,191.54075053672244,0.0,19215.716330570784,288
18966.82051509591,189.81884792084608,0.0,19156.63936301676,289
18909.384633197547,188.12391493838336,0.0,19097.50854813593,290
18851.873064744417,186.45574762495275,0.0,19038.32881236937,291
18794.290896554292,184.81413960905368,0.0,18979.105036163346,292
18736.643171857286,183.1988821120664,0.0,18919.84205396935,293
18678.93489029584,181.6097639482522,0.0,18860.54465424409,294
18621.171007924746,180.04657152475318,0.0,18801.217579449498,295
18563.35643721111,178.50908884159242,0.0,18741.8655260527,296
18505.496047034387,176.99709749167386,0.0,18682.49314452606,297
18447.594662686362,175.5103766607824,0.0,18623.105039347145,298
18389.657065871157,174.04870312758385,0.0,18563.70576899874,299
18331.68799470523,172.61185126362489,0.0,18504.299845968853,300
18273.69214371737,171.19959303333317,0.0,18444.891736750702,301
18215.6741638487,169.8116979940172,0.0,18385.485861842717,302
18157.63866245269,168.44793329586648,0.0,18326.086595748555,303
18099.590203295124,167.10806368195136,0.0,18266.698266977073,304
18041.53330655414,165.7918514882231,0.0,18207.325158042364,305
17983.47244882021,164.4990566435139,0.0,18147.971505463724,306
17925.412063096122,163.2294366695369,0.0,18088.64149976566,307
17867.356538797023,161.9827466808861,0.0,18029.33928547791,308
17809.310221750377,160.75873938503645,0.0,17970.068961135414,309
17751.277414195993,159.5571650823438,0.0,17910.834579278337,310
17693.262374786013,158.3777716660449,0.0,17851.640146452057,311
17635.269318584906,157.2203046222575,0.0,17792.489623207162,312
17577.302417069495,156.0845070299801,0.0,17733.386924099475,313
17519.365798128914,154.97011956109228,0.0,17674.335917690005,314
17461.463546064653,153.8768804803544,0.0,17615.340426545008,315
17403.599701590523,152.80452564540786,0.0,17556.40422723593,316
17345.77826183268,151.75278850677492,0.0,17497.531050339454,317
17288.0031803296,150.7214001078587,0.0,17438.724580437458,318
17230.27836703211,149.71008908494332,0.0,17379.988456117055,319
17172.60768830337,148.71858166719375,0.0,17321.326269970566,320
17114.994966918865,147.74660167665587,0.0,17262.74156859552,321
17057.443982066423,146.79387052825658,0.0,17204.23785259468,322
16999.958469346206,145.86010722980356,0.0,17145.81857657601,323
16942.542120770704,144.94502838198548,0.0,17087.48714915269,324
16885.198584764756,144.04834817837192,0.0,17029.246932943126,325
16827.931466165523,143.16977840541335,0.0,16971.101244570935,326
16770.744326222506,142.30902844244116,0.0,16913.053354664946,327
16713.640682597543,141.46580526166764,0.0,16855.10648785921,328
16656.6240093648,140.63981342818607,0.0,16797.263822792986,329
16599.69773701079,139.83075509997056,0.0,16739.52849211076,330
16542.86525243435,139.03833002787616,0.0,16681.903582462226,331
16486.129898946652,138.2622355556388,0.0,16624.39213450229,332
16429.494976271213,137.50216661987542,0.0,16566.997142891087,333
16372.963740543873,136.7578157500838,0.0,16509.721556293956,334
16316.539404312818,136.02887306864264,0.0,16452.568277381462,335
16260.225136538564,135.31502629081155,0.0,16395.540162829377,336
16204.024062593957,134.61596072473108,0.0,16338.640023318689,337
16147.939264264183,133.93135927142268,0.0,16281.870623535606,338
16091.973779746766,133.2609024247887,0.0,16225.234682171555,339
16036.130603651562,132.60426827161245,0.0,16168.734871923174,340
15980.412687000759,131.96113249155815,0.0,16112.373819492317,341
15924.822937228882,131.33116835717084,0.0,16056.154105586053,342
15869.364218182795,130.71404673387661,0.0,16000.07826491667,343
15814.039350121691,130.10943607998232,0.0,15944.148786201673,344
15758.851109717101,129.51700244667586,0.0,15888.368112163776,345
15703.802230052892,128.936409478026,0.0,15832.738639530919,346
15648.895400625262,128.36731841098242,0.0,15777.262719036245,347
15594.13326734275,127.80938807537572,0.0,15721.942655418125,348
15539.518432526223,127.26227489391742,0.0,15666.780707420141,349
15485.053454908888,126.72563288219989,0.0,15611.779087791088,350
15430.740849636288,126.19911364869654,0.0,15556.939963284984,351
15376.583088266296,125.68236639476154,0.0,15502.265454661057,352
15322.58259876912,125.17503791463011,0.0,15447.757636683751,353
15268.741765527311,124.67677259541834,0.0,15393.418538122729,354
15215.062929335747,124.18721241712318,0.0,15339.25014175287,355
15161.548387401643,123.70599695262256,0.0,15285.254384354264,356
15108.200393344549,123.23276336767529,0.0,15231.433156712224,357
15055.021157196352,122.76714642092112,0.0,15177.788303617273,358
15002.01284540127,122.3087784638807,0.0,15124.321623865151,359
14949.177580815864,121.8572894409556,0.0,15071.034870256819,360
14896.517442709017,121.41230688942827,0.0,15017.929749598445,361
14844.034466761961,120.97345593946214,0.0,14965.007922701423,362
14791.730645068252,120.5403593141015,0.0,14912.271004382354,363
14739.607926133787,120.11263732927155,0.0,14859.720563463059,364
14687.668214876794,119.68990789377847,0.0,14807.358122770573,365
14635.913372627841,119.27178650930928,0.0,14755.18515913715,366
14584.34521712983,118.85788627043196,0.0,14703.203103400263,367
14532.965522537994,118.44781786459536,0.0,14651.413340402589,368
14481.776019419904,118.04118957212933,0.0,14599.817208992034,369
14430.778394755464,117.63760726624452,0.0,14548.416002021708,370
14379.974291936915,117.23667441303259,0.0,14497.210966349947,371
14329.365310768833,116.83799207146602,0.0,14446.203302840298,372
14278.953007468128,116.44115889339834,0.0,14395.394166361526,373
14228.738894664046,116.04577112356385,0.0,14344.784665787609,374
14178.724441398164,115.65142259957784,0.0,14294.375863997742,375
14128.911073124402,115.25770475193652,0.0,14244.168777876339,376
14079.300171709006,114.86420660401699,0.0,14194.164378313024,377
14029.893075430566,114.47051477207727,0.0,14144.363590202644,378
13980.691078979997,114.0762134652563,0.0,14094.767292445253,379
13931.695433460558,113.68088448557394,0.0,14045.376317946131,380
13882.907346387836,113.2841072279309,0.0,13996.191453615767,381
13834.32798168976,112.8854586801089,0.0,13947.213440369867,382
13785.958459706586,112.48451342277058,0.0,13898.442973129357,383
13737.799927542972,112.08239717427607,0.0,13849.882324717248,384
13689.853523807667,111.68449959724529,0.0,13801.538023404913,385
13642.119945325801,111.29128971165774,0.0,13753.41123503746,386
13594.59983774473,110.90273073049876,0.0,13705.502568475229,387
13547.293826590321,110.51878580373014,0.0,13657.812612394051,388
13500.202517266955,110.13941801828999,0.0,13610.341935285245,389
13453.326495057529,109.76459039809284,0.0,13563.09108545562,390
13406.66632512345,109.39426590402955,0.0,13516.060591027479,391
13360.222552504638,109.02840743396742,0.0,13469.250959938605,392
13313.995702119531,108.66697782275006,0.0,13422.662679942281,393
13267.986278765076,108.3099398421975,0.0,13376.296218607275,394
13222.194767116735,107.95725620110612,0.0,13330.15202331784,395
13176.621631728478,107.60888954524872,0.0,13284.230521273726,396
13131.267317032796,107.2648024573744,0.0,13238.53211949017,397
13086.13224734069,106.92495745720873,0.0,13193.0572047979,398
13041.216826841674,106.58931700145358,0.0,13147.806143843127,399
12996.521439603772,106.25784348378724,0.0,13102.779283087559,400
12952.046449573525,105.93049923486436,0.0,13057.97694880839,401
12907.79220057599,105.60724652231596,0.0,13013.399447098305,402
12863.75901631473,105.28804755074947,0.0,12969.04706386548,403
12819.947200371827,104.97286446174866,0.0,12924.920064833575,404
12776.357036207875,104.66165933387367,0.0,12881.018695541748,405
12732.988787161978,104.35439418266108,0.0,12837.343181344639,406
12689.842696451755,104.05103096062376,0.0,12793.893727412378,407
12646.91898717334,103.75153155725104,0.0,12750.67051873059,408
12604.217862301379,103.45585779900856,0.0,12707.673720100387,409
12561.739504689032,103.16397144933836,0.0,12664.90347613837,410
12519.48407706797,102.87583420865889,0.0,12622.359911276628,411
12477.451722048378,102.5914077143649,0.0,12580.043129762742,412
12435.642562118956,102.31065354082762,0.0,12537.953215659783,413
12394.056699646913,102.03353319939455,0.0,12496.090232846307,414
12352.694216877979,101.76000813838965,0.0,12454.454225016369,415
12311.555175936388,101.4900397431132,0.0,12413.045215679502,416
12270.639618824895,101.22358933584191,0.0,12371.863208160736,417
12229.947567424762,100.9606181758288,0.0,12330.90818560059,418
12189.479023495767,100.70108745930332,0.0,12290.18011095507,419
12149.233968676202,100.4449583194713,0.0,12249.678926995673,420
12109.212364482872,100.1921918265149,0.0,12209.404556309386,421
12069.414152311094,99.9427489875927,0.0,12169.356901298686,422
12029.839253434697,99.69659074683962,0.0,12129.535844181537,423
11990.487569006025,99.453677985367,0.0,12089.941246991391,424
11951.35898005594,99.21397152126252,0.0,12050.572951577204,425
11912.453347493807,98.97743210959024,0.0,12011.430779603397,426
11873.77051210751,98.74402044239064,0.0,11972.514532549902,427
11835.31029456345,98.51369714868052,0.0,11933.82399171213,428
11797.07249540653,98.28642279445307,0.0,11895.358918200984,429
11759.056895060177,98.0621578826779,0.0,11857.119052942855,430
11721.26325382633,97.84086285330093,0.0,11819.104116679631,431
11683.691311885434,97.62249808324452,0.0,11781.313809968678,432
11646.340789296453,97.40702388640736,0.0,11743.747813182861,433
11609.211385996865,97.19440051366453,0.0,11706.40578651053,434
11572.302781802657,96.9845881528675,0.0,11669.287369955524,435
11535.614636408329,96.7775469288441,0.0,11632.392183337173,436
11499.146589386903,96.57323690339855,0.0,11595.719826290302,437
11462.8982601899,96.37161807531143,0.0,11559.269878265211,438
11426.86924814737,96.17265038033973,0.0,11523.04189852771,439
11391.05913246786,95.97629369121677,0.0,11487.035426159078,440
11355.467472238444,95.78250781765229,0.0,11451.249980056096,441
11320.093806424702,95.59125250633235,0.0,11415.685058931034,442
11284.93765387073,95.40248744091947,0.0,11380.340141311648,443
11249.998513299131,95.21617224205248,0.0,11345.214685541185,444
11215.275863311032,95.0322664673466,0.0,11310.308129778377,445
11180.769162386063,94.85072961139345,0.0,11275.619891997456,446
11146.477848882374,94.67152110576099,0.0,11241.149369988136,447
11112.401341036626,94.49460031899359,0.0,11206.89594135562,448
11078.53903696399,94.31992655661199,0.0,11172.858963520603,449
11044.890314658156,94.1474590611133,0.0,11139.037773719268,450
11011.454531991323,93.97715701197097,0.0,11105.431689003293,451
10978.231026714206,93.80897952563492,0.0,11072.04000623984,452
