effector_pop,total_tumor_pop,days
1000.0,100000.0,1
1097.6346559160381,103394.32926930397,2
1206.9495189629497,106883.31767762208,3
1330.3303106845274,110465.06957024118,4
1469.6127814303645,114139.08866798226,5
1626.8992733130833,117904.26621881267,6
1805.2002873639553,121757.3459644138,7
2008.4344835329025,125692.92414018104,8
2241.428680688496,129703.44947522366,9
2509.917856617958,133779.22319236503,10
2820.545148027159,137908.39900814244,11
3180.861850540621,142076.9831328072,12
3599.3274187015154,146268.8342703246,13
4082.1148487027067,150472.10237102394,14
4633.883279434182,154677.1432816132,15
5279.57809642408,158831.5545547316,16
6043.920634266448,162881.4958185336,17
6949.518775738574,166775.50883856756,18
8016.866951800979,170464.5175177759,19
9264.346141597418,173901.82789649518,20
10708.22387245488,177043.12815245593,21
12362.6542198836,179846.48860078276,22
14239.677807577036,182272.36169399432,23
16349.221807411886,184283.58202200333,24
18699.099939448086,185845.36631211656,25
21297.090277575604,186920.22845491697,26
24141.285256153602,187483.695871083,27
27173.025765338618,187636.81920692243,28
30336.09528062233,187479.13745623222,29
33586.5092030405,187086.45569978285,30
36892.51485917299,186510.84510531864,31
40234.591501143725,185780.64292755752,32
43605.45030662074,184900.45250819114,33
47010.03437881615,183851.14327588468,34
50465.51874648613,182589.85074627717,35
54001.31036393101,181049.97652198124,36
57659.048110995114,179141.18829258316,37
61492.489457101416,176749.59521366918,38
65553.01428511113,173753.60278578446,39
69909.8763698855,169982.16422930648,40
74621.66546716049,165285.13424598819,41
79715.53014477968,159571.2118827632,42
85187.17778269414,152807.94053174544,43
91000.87457296255,145021.7079302295,44
97093.90911208044,136290.441351526,45
103387.82560344876,126731.76661916358,46
109759.44908242684,116556.51447917391,47
116077.19374680662,106002.55235623522,48
122205.89918287357,95326.31676797438,49
128007.52560317867,84801.29634329071,50
133362.65758143182,74675.57325876282,51
138186.13791139392,65142.851937718224,52
142421.39575420434,56346.53000337892,53
146041.03791804222,48377.28746809834,54
149046.8005894591,41273.18899209938,55
151465.28511323978,35026.30652860543,56
153339.30134150875,29592.199849594934,57
154717.5350043952,24912.002428100855,58
155652.02617589573,20918.48589865241,59
156198.16927387431,17536.06005727503,60
156413.9849841941,14681.69223366378,61
156349.74216442538,12279.862024527743,62
156046.65215773793,10267.612298898548,63
155542.48017158447,8587.548382923072,64
154871.68616140625,7187.630804680859,65
154065.42483063327,6021.175294184099,66
153150.4383051967,5047.21497762377,67
152145.93698825466,4234.814188871678,68
151068.0868152341,3558.6139762126377,69
149931.4393595701,2995.8983481404807,70
148748.9317812202,2526.592111910331,71
147531.80323392837,2133.354315696755,72
146288.1083795327,1803.3949947985504,73
145023.8340039467,1527.119137432379,74
143744.40594314097,1295.9041658643798,75
142454.66248384872,1102.081211716126,76
141158.85436356562,938.9351159646237,77
139860.5112498022,800.8792399059225,78
138561.92790923052,684.1361410167027,79
137265.01481390538,585.5493675454446,80
135971.49721860854,502.2661823591161,81
134682.90416944918,431.750689997337,82
133400.5685038641,371.78383667237983,83
132125.57667781258,320.52999674054047,84
130858.60289851057,276.75585919573564,85
129600.20937393504,239.40853588678405,86
128350.89932609552,207.53192301568586,87
127111.11328240548,180.27139417295635,88
125881.22907568219,156.87380033762597,89
124661.55864538092,136.69160548264944,90
123452.28822293525,119.26064972959574,91
122253.53226124104,104.22477970674588,92
121065.38964657194,91.2556346279772,93
119887.94018011239,80.05661657474967,94
118721.24457795758,70.36289049610566,95
117565.34447111336,61.941384208670115,96
116420.26003577365,54.5937258069947,97
115285.97045532567,48.18052322529231,98
114162.43922508476,42.58752274406858,99
113049.62558652775,37.70914092939246,100
111947.48357035553,33.449543854074605,101
110855.96199649303,29.722647097667316,102
109775.00447408926,26.452115746464578,103
108704.5493868806,23.571380758677265,104
107644.52556193402,21.02866092447844,105
106594.8529033987,18.785961683057273,106
105555.45076850094,16.80808203550591,107
104526.23760052599,15.062752907611689,108
103507.13092881798,13.520637149857127,109
102498.04736877997,12.155329537419936,110
101498.90262187395,10.943356770173018,111
100509.61147562078,9.86417747268445,112
99530.08678541664,8.901212529244834,113
98560.23905408743,8.0422943918532,114
97599.97925757333,7.2762196180221945,115
96649.21872564979,6.592644758723402,116
95707.86914104284,5.982087157017025,117
94775.8425394292,5.435924948051879,118
93853.05130943614,4.946397059065391,119
92939.4081926416,4.506603209383608,120
92034.82628357408,4.1105039104211905,121
91139.2186879906,3.75316933014575,122
90252.49852680287,3.43084754035677,123
89374.5797028,3.140088272812716,124
88505.3767948083,2.8776864992664284,125
87644.80505766891,2.640682443242434,126
86792.78042223759,2.4263615800369482,127
85949.21949538487,2.2322546367178737,128
85114.03955999599,2.056137592124805,129
84287.15857497083,1.8960316768690186,130
83468.49517522409,1.750203373333485,131
82657.96854099397,1.6171953693022365,132
81855.49845803865,1.495858253120415,133
81061.00555625372,1.3851530232263387,134
80274.41117509155,1.2841078256406726,135
79495.6373630322,1.1918179768380834,136
78724.60687758349,1.1074459637472431,137
77961.24318528088,1.0302214437508261,138
77205.47046168766,0.9594412446855106,139
76457.2135913947,0.8944693648419786,140
75716.3981680207,0.8347369729649152,141
74982.95049421204,0.779742408253009,142
74256.79756955811,0.7290551029619644,143
73537.86704141463,0.6823290221503553,144
72826.0873209658,0.6392342590307075,145
72121.38750416128,0.5994599051990027,146
71423.6973554212,0.5627183550591092,147
70732.94730763616,0.5287453058227806,148
70049.06846216724,0.49729975750965705,149
69371.99258884594,0.4681640129472646,150
68701.65212597426,0.4411436777710156,151
68037.98017184186,0.4160658170946844,152
67380.910476096,0.3927707058993128,153
66730.37748819697,0.37111791530239807,154
66086.31628538933,0.3509775356777898,155
65448.66256515586,0.3322290024746075,156
64817.352645217536,0.31476109621724074,157
64192.32346353351,0.2984719425053488,158
63573.512578301124,0.2832690120138611,159
62960.858167955936,0.2690691204929771,160
62354.298914540326,0.25578255206177675,161
61753.77391994926,0.24329785296393552,162
61159.223378363924,0.2315737430326969,163
60570.588068117315,0.22057512888696879,164
59987.809305890536,0.21026708356011775,165
59410.82894671279,0.20061484649996922,166
58839.58938396131,0.1915838235688073,167
58274.03354936146,0.1831395870433747,168
57714.104912986666,0.17524787561487315,169
57159.747483258434,0.16787459438896274,170
56610.90580694635,0.16098581488576255,171
56067.524969168095,0.15454777503985034,172
55529.55059338943,0.14852687920026256,173
54996.92884142417,0.14288969813049435,174
54469.606413434245,0.13760296900849966,175
53947.53054792965,0.13263359542669115,176
53430.64902176848,0.1279486473919401,177
52918.91015015688,0.12351536132557663,178
52412.26277332631,0.1119806723993587,179
51910.656112329474,0.1079876722264777,180
51414.04012629553,0.10420873507121524,181
50922.36531722141,0.10063138807680147,182
50435.58263908883,0.09724374079324516,183
49953.6434978642,0.09403448517733376,184
49476.4997514987,0.09099289559263327,185
49004.103709928226,0.0881088288094884,186
48536.40813507341,0.08537272400502242,187
48073.36624083965,0.0827756027631373,188
47614.93169311705,0.08030906907451357,189
47161.05860978045,0.07796530933661044,190
46711.701560689464,0.07573709235366571,191
46266.8155676884,0.07361776933669584,192
45826.35610460634,0.07160127390349591,193
45390.27909725708,0.06968212207863964,194
44958.54092343916,0.06785541229347937,195
44531.09801734527,0.06611662437422296,196
44107.904522178695,0.06446012156971685,197
43688.91823895753,0.06288172581502813,198
43274.098164110685,0.06137778187583585,199
42863.4036184462,0.05994475640610314,200
42456.794247151214,0.058579237948077185,201
42054.23001979198,0.05727793693228921,202
41655.67123031386,0.0560376856775545,203
41261.078497041366,0.054855438390972386,204
40870.41276267807,0.05372827116792622,205
40483.635294306696,0.052653381992083456,206
40100.707683389075,0.05162809073539555,207
39721.59184576615,0.05064983915809805,208
39346.25002165796,0.049716190908710496,209
38974.644775663684,0.04882483152403654,210
38606.73899676162,0.04797356842916385,211
38242.495898309164,0.04716033093746415,212
37881.87901804282,0.04638317025059319,213
37524.85221807822,0.04564025945849083,214
37171.3796849101,0.04492989353938091,215
36821.42592941233,0.04425048935977137,216
36474.955786837876,0.04360058567445418,217
36131.93441681882,0.04297884312650534,218
35792.32730336636,0.042384044247284924,219
35456.10025487081,0.04181509345643707,220
35123.219404101605,0.04127101706188993,221
