subclone_1,subclone_2,subclone_3,subclone_4,subclone_5,total_tumor,days
842.107099853892,31124.154863081425,52480.41372172071,3.4823818713001806,11507.820245351184,95957.97831187851,76
844.9328348794022,31190.194728759277,52487.264007075966,3.074361876370105,11508.088774485484,96033.5547070765,77
847.7680308712459,31255.815205609324,52489.759529418334,2.7108104684178627,11507.819705750298,96103.87328211762,78
850.6127209708546,31321.008257779205,52487.80355947106,2.3873111918620893,11507.009932908164,96168.82178232115,79
853.4669384833928,31385.765766640958,52481.29875238048,2.1026690972490623,11505.65643536032,96228.29056196239,80
856.3307168777571,31450.07953079099,52470.14714771592,1.8589107412527017,11503.756278146724,96282.17258427266,81
859.2040897622304,31513.94126553696,52454.25086049039,1.6482626138914276,11501.306629027766,96330.35110743124,82
862.0870908944149,31577.342601517154,52433.511525698596,1.4598789481985521,11498.304748910568,96372.70584596893,83
864.9797542167624,31640.275086597463,52407.83019493555,1.295032618934262,11494.747987427174,96409.12805579588,84
867.8821138352292,31702.730186446322,52377.10837417056,1.1537784341580806,11490.633806318514,96439.50825920478,85
870.7942040192535,31764.699284534694,52341.248024532026,1.0349405401784688,11485.959779452773,96463.73623307893,86
873.7160592017555,31826.173682136076,52300.15156230754,0.9361124215528274,11480.723592825394,96481.70100889231,87
876.647713979137,31887.144598326482,52253.721858943805,0.8536569010874941,11474.923044559077,96493.2908727096,88
879.5892031112827,31947.603169984457,52201.862241046685,0.7827061398377464,11468.556044903777,96498.39336518604,89
882.5405615215584,32007.540451791076,52144.47649038119,0.7171616371078009,11461.620616236703,96496.89528156763,90
885.501824296816,32066.947416230523,52081.468844044364,0.6496953023110663,11454.114893064898,96488.68267293891,91
888.4730267228248,32125.814958491326,52012.745535974675,0.5828413651527709,11446.037146391414,96473.6535089454,92
891.4542042632154,32184.13389125585,51938.2137353567,0.5235163070222368,11437.385772151521,96451.71111933432,93
894.4453925271156,32241.894944099906,51857.78123891553,0.47073347917790404,11428.159282415658,96422.75159143738,94
